ORDEN,FECHA,AÑO,MES,DÍA_SEMANA_NOMBRE,GRAVEDAD,PEATON,AUTOMOVIL,CAMPAERO,CAMIONETA,CAMION,MOTO,VIA 1,BARRIO,HORA,ENTIDAD,nombrecomuna,Propietario de Vehículo,DIURNIO/NOCTURNO,HORA RESTRICCION MOTO,DÍA_MES_NUM,DÍA_SEMANA_NUM,MES_NUM
23905,2018-02-19,2018,1,0,0,0,0,0,0,0,1,53,100,500,1,0,0,0,6,19,1,2
23906,2018-02-19,2018,1,0,0,0,0,0,0,0,2,53,48,555,1,15,1,0,6,19,1,2
23907,2018-02-19,2018,1,0,0,1,0,0,0,0,1,41,42,738,1,12,1,0,6,19,1,2
23908,2018-02-19,2018,1,0,4,0,1,0,0,0,1,10,175,721,1,8,1,0,6,19,1,2
23909,2018-02-19,2018,1,0,4,0,1,0,0,0,1,41,228,651,1,12,1,0,6,19,1,2
23910,2018-02-19,2018,1,0,4,0,2,0,0,0,0,41,228,1073,1,12,1,0,2,19,1,2
23911,2018-02-19,2018,1,0,0,0,1,0,0,0,1,28,25,1059,1,12,1,0,6,19,1,2
23912,2018-02-19,2018,1,0,0,0,0,1,0,0,1,53,145,118,1,11,1,0,6,19,1,2
23913,2018-02-19,2018,1,0,4,0,2,0,0,0,0,53,113,228,1,5,1,0,2,19,1,2
23914,2018-02-19,2018,1,0,4,0,2,0,0,0,0,41,42,341,1,12,1,0,2,19,1,2
23915,2018-02-19,2018,1,0,0,0,1,0,0,0,1,41,194,512,1,6,1,1,6,19,1,2
23916,2018-02-19,2018,1,0,0,0,1,0,0,0,1,41,124,572,1,5,1,1,6,19,1,2
23917,2018-02-19,2018,1,0,4,0,0,1,0,0,1,53,48,739,1,15,1,1,6,19,1,2
23918,2018-02-19,2018,1,0,0,0,0,0,0,0,2,41,56,841,1,2,1,1,6,19,1,2
23919,2018-02-19,2018,1,0,4,0,2,0,0,0,0,41,158,985,1,17,0,1,2,19,1,2
23920,2018-02-20,2018,1,1,4,0,1,0,0,0,1,41,218,216,1,2,0,1,1,20,2,2
23921,2018-02-20,2018,1,1,0,0,0,1,0,0,1,41,228,382,1,12,1,1,6,20,2,2
23922,2018-02-20,2018,1,1,0,0,0,0,0,0,1,11,100,754,1,0,1,0,6,20,2,2
23923,2018-02-20,2018,1,1,0,0,1,0,0,0,1,41,48,659,1,15,1,0,6,20,2,2
23924,2018-02-20,2018,1,1,0,0,0,0,0,0,2,41,48,692,1,15,1,0,6,20,2,2
23925,2018-02-20,2018,1,1,0,0,0,0,0,0,0,33,214,877,1,13,0,0,2,20,2,2
23926,2018-02-20,2018,1,1,4,0,2,0,0,0,0,41,92,1005,1,15,1,0,2,20,2,2
23927,2018-02-20,2018,1,1,0,0,1,0,0,0,1,53,112,49,1,5,1,0,6,20,2,2
23928,2018-02-20,2018,1,1,4,0,0,0,1,0,1,41,218,174,1,2,1,0,6,20,2,2
23929,2018-02-20,2018,1,1,0,1,0,0,0,0,1,41,81,469,1,16,1,1,6,20,2,2
23930,2018-02-20,2018,1,1,0,0,1,0,0,0,1,11,243,739,1,0,1,1,6,20,2,2
23931,2018-02-20,2018,1,1,4,0,1,0,0,0,1,53,58,42,1,12,1,0,6,20,2,2
23932,2018-02-20,2018,1,1,4,0,1,0,1,0,0,53,48,281,1,15,1,0,2,20,2,2
23933,2018-02-21,2018,1,2,4,0,0,1,1,0,0,53,58,468,1,12,1,0,2,21,3,2
23934,2018-02-21,2018,1,2,0,0,0,0,1,0,1,10,175,685,1,8,1,0,6,21,3,2
23935,2018-02-21,2018,1,2,0,0,1,0,0,0,1,41,194,685,1,6,1,0,6,21,3,2
23936,2018-02-21,2018,1,2,4,0,1,0,0,1,0,33,92,797,1,15,1,0,2,21,3,2
23937,2018-02-21,2018,1,2,4,0,1,0,0,0,0,41,155,790,1,2,0,0,2,21,3,2
23938,2018-02-21,2018,1,2,0,0,1,0,0,0,1,41,18,873,1,13,1,0,6,21,3,2
23939,2018-02-21,2018,1,2,4,0,3,0,0,0,0,53,165,894,1,2,1,0,2,21,3,2
23940,2018-02-21,2018,1,2,4,0,0,0,0,0,0,53,58,666,1,12,0,1,2,21,3,2
23941,2018-02-21,2018,1,2,4,0,1,0,0,0,1,8,67,894,1,10,0,0,6,21,3,2
23942,2018-02-21,2018,1,2,4,0,1,0,0,0,1,41,18,984,1,13,1,0,6,21,3,2
23943,2018-02-21,2018,1,2,0,0,0,0,0,0,2,53,94,56,1,5,1,0,6,21,3,2
23944,2018-02-21,2018,1,2,4,0,1,0,0,0,1,53,182,84,1,10,1,0,6,21,3,2
23945,2018-02-21,2018,1,2,0,0,0,0,1,0,1,53,93,169,1,3,1,0,6,21,3,2
23946,2018-02-21,2018,1,2,0,0,0,0,1,0,1,41,117,271,1,12,1,0,6,21,3,2
23947,2018-02-21,2018,1,2,0,0,0,1,0,0,1,41,58,497,1,12,1,1,6,21,3,2
23948,2018-02-21,2018,1,2,0,0,0,1,0,0,0,41,182,660,1,10,1,1,2,21,3,2
23949,2018-02-21,2018,1,2,0,0,0,0,0,0,2,41,181,962,1,17,1,1,6,21,3,2
23950,2018-02-22,2018,1,3,0,0,1,0,0,0,0,53,48,70,1,15,1,1,2,22,4,2
23951,2018-02-22,2018,1,3,4,0,1,0,1,0,0,41,31,596,1,8,1,0,2,22,4,2
23952,2018-02-22,2018,1,3,0,0,2,0,0,0,1,53,49,581,1,2,1,0,6,22,4,2
23953,2018-02-22,2018,1,3,4,0,0,0,1,1,0,41,209,754,1,12,1,0,2,22,4,2
23954,2018-02-22,2018,1,3,4,0,1,0,0,0,1,53,48,984,1,15,1,0,6,22,4,2
23955,2018-02-22,2018,1,3,0,0,0,0,0,0,2,41,48,961,1,15,1,0,6,22,4,2
23956,2018-02-22,2018,1,3,0,0,2,0,0,0,1,41,79,118,1,11,1,0,6,22,4,2
23957,2018-02-22,2018,1,3,4,0,1,0,0,0,0,53,112,755,1,5,1,1,2,22,4,2
23958,2018-02-22,2018,1,3,0,0,1,0,0,0,0,53,42,932,1,12,1,1,2,22,4,2
23959,2018-02-23,2018,1,4,0,0,0,0,0,0,2,53,90,520,1,3,1,0,6,23,5,2
23960,2018-02-23,2018,1,4,0,0,1,0,0,0,1,53,113,885,1,5,1,0,6,23,5,2
23961,2018-02-23,2018,1,4,0,0,1,0,0,0,1,53,48,1012,1,15,1,0,6,23,5,2
23962,2018-02-23,2018,1,4,0,0,3,0,0,0,1,53,25,1089,1,12,1,0,6,23,5,2
23963,2018-02-23,2018,1,4,4,0,0,0,0,0,0,53,155,1073,1,2,1,0,2,23,5,2
23964,2018-02-23,2018,1,4,0,0,2,0,0,0,0,53,10,1064,1,4,0,0,2,23,5,2
23965,2018-02-23,2018,1,4,0,0,1,0,0,0,1,10,197,87,1,3,1,0,6,23,5,2
23966,2018-02-23,2018,1,4,0,0,1,0,0,0,1,53,167,187,1,12,1,0,6,23,5,2
23967,2018-02-23,2018,1,4,4,0,2,0,0,0,0,71,212,217,1,27,1,0,2,23,5,2
23968,2018-02-23,2018,1,4,0,0,0,0,0,0,1,8,25,288,1,12,1,0,6,23,5,2
23969,2018-02-23,2018,1,4,4,0,1,0,0,0,1,23,67,341,1,10,1,0,6,23,5,2
23970,2018-02-23,2018,1,4,4,0,1,0,0,0,1,53,196,408,1,5,0,0,6,23,5,2
23971,2018-02-23,2018,1,4,0,1,0,0,0,0,1,88,81,546,1,16,1,1,6,23,5,2
23972,2018-02-23,2018,1,4,0,1,0,0,0,0,1,41,235,423,1,2,1,0,6,23,5,2
23973,2018-02-23,2018,1,4,0,0,1,0,0,0,1,53,78,755,1,13,1,1,6,23,5,2
23974,2018-02-23,2018,1,4,0,1,0,0,0,0,1,53,189,739,1,14,1,1,6,23,5,2
23975,2018-02-23,2018,1,4,0,0,1,0,0,0,1,41,194,765,1,6,1,1,6,23,5,2
23976,2018-02-24,2018,1,5,0,0,0,0,1,0,1,53,223,134,1,5,0,1,1,24,6,2
23977,2018-02-24,2018,1,5,0,0,0,0,1,0,0,93,131,488,1,1,1,0,2,24,6,2
23978,2018-02-24,2018,1,5,0,0,1,0,0,0,1,53,232,1012,1,12,1,0,6,24,6,2
23979,2018-02-24,2018,1,5,4,0,2,0,0,0,0,53,196,1012,1,5,1,0,2,24,6,2
23980,2018-02-24,2018,1,5,0,0,1,0,0,0,1,53,179,1089,1,12,1,0,6,24,6,2
23981,2018-02-24,2018,1,5,4,0,2,0,0,0,0,41,92,150,1,15,1,0,2,24,6,2
23982,2018-02-24,2018,1,5,0,0,0,0,1,0,0,0,212,125,1,27,1,0,2,24,6,2
23983,2018-02-24,2018,1,5,0,0,2,0,0,0,0,10,175,452,1,8,0,1,2,24,6,2
23984,2018-02-24,2018,1,5,0,0,2,0,0,0,0,0,197,416,1,3,1,0,2,24,6,2
23985,2018-02-24,2018,1,5,0,0,0,0,0,0,2,41,93,791,1,3,1,1,6,24,6,2
23986,2018-02-24,2018,1,5,4,0,0,0,0,0,2,53,112,633,1,5,1,1,6,24,6,2
23987,2018-02-24,2018,1,5,0,0,0,0,0,0,1,0,212,774,1,27,1,1,6,24,6,2
23988,2018-02-24,2018,1,5,0,0,1,0,0,0,1,41,48,932,1,15,0,1,6,24,6,2
23989,2018-02-25,2018,1,6,0,0,1,0,0,0,0,31,194,659,1,6,1,0,2,25,7,2
23990,2018-02-25,2018,1,6,0,0,1,0,0,0,1,53,196,857,1,5,1,0,6,25,7,2
23991,2018-02-25,2018,1,6,4,0,1,0,0,0,1,41,110,118,1,11,1,0,6,25,7,2
23992,2018-02-25,2018,1,6,0,0,0,0,1,0,1,41,48,303,1,15,1,0,6,25,7,2
23993,2018-02-25,2018,1,6,4,0,2,0,0,0,1,41,158,512,1,17,1,1,6,25,7,2
23994,2018-02-26,2018,1,0,4,0,1,0,0,0,0,8,18,117,1,13,1,1,2,26,1,2
23995,2018-02-26,2018,1,0,4,0,0,0,0,0,1,53,94,632,1,5,0,0,6,26,1,2
23996,2018-02-26,2018,1,0,4,0,1,0,1,0,1,41,48,1027,1,15,1,0,6,26,1,2
23997,2018-02-26,2018,1,0,0,0,1,0,0,0,1,53,67,1066,1,10,1,0,6,26,1,2
23998,2018-02-26,2018,1,0,0,0,1,0,1,0,0,41,78,1089,1,13,1,0,2,26,1,2
23999,2018-02-26,2018,1,0,4,0,1,0,0,1,0,53,182,273,1,10,1,0,2,26,1,2
24000,2018-02-26,2018,1,0,4,0,1,0,1,0,0,30,148,322,1,13,1,0,2,26,1,2
24001,2018-02-26,2018,1,0,4,0,1,0,1,0,0,53,48,597,1,15,1,1,2,26,1,2
24002,2018-02-26,2018,1,0,0,0,1,0,1,0,0,41,175,739,1,8,1,1,2,26,1,2
24003,2018-02-27,2018,1,1,0,0,1,0,0,0,1,53,18,680,1,13,1,0,6,27,2,2
24004,2018-02-27,2018,1,1,0,0,0,0,0,0,2,53,18,685,1,13,1,0,6,27,2,2
24005,2018-02-27,2018,1,1,0,0,1,0,0,0,1,23,67,692,1,10,1,0,6,27,2,2
24006,2018-02-27,2018,1,1,4,0,1,0,0,0,1,53,48,721,1,15,0,0,6,27,2,2
24007,2018-02-27,2018,1,1,0,0,0,0,0,0,1,53,49,738,1,2,1,0,6,27,2,2
24008,2018-02-27,2018,1,1,0,1,1,0,0,0,0,53,228,917,1,12,0,0,2,27,2,2
24009,2018-02-27,2018,1,1,4,0,2,0,0,0,0,41,214,1,1,13,1,0,2,27,2,2
24010,2018-02-27,2018,1,1,0,0,0,0,0,0,2,33,8,118,1,2,1,0,6,27,2,2
24011,2018-02-27,2018,1,1,0,0,1,0,0,0,1,41,56,133,1,2,1,0,6,27,2,2
24012,2018-02-27,2018,1,1,4,0,1,0,0,0,1,53,58,195,1,12,0,0,6,27,2,2
24013,2018-02-27,2018,1,1,0,0,0,0,1,0,1,41,234,329,1,1,1,0,6,27,2,2
24014,2018-02-27,2018,1,1,4,0,1,1,0,0,0,33,212,376,1,27,1,0,2,27,2,2
24015,2018-02-27,2018,1,1,0,0,1,0,0,0,1,53,48,572,1,15,1,1,6,27,2,2
24016,2018-02-28,2018,1,2,0,0,0,0,0,0,1,53,42,555,1,12,1,0,6,28,3,2
24017,2018-02-28,2018,1,2,4,0,0,1,0,0,1,41,228,651,1,12,1,0,6,28,3,2
24018,2018-02-28,2018,1,2,4,0,1,1,0,0,0,53,48,984,1,15,1,0,2,28,3,2
24019,2018-02-28,2018,1,2,4,0,2,0,0,0,0,41,18,900,1,13,1,0,2,28,3,2
24020,2018-02-28,2018,1,2,0,1,1,0,0,0,1,37,204,42,1,2,1,0,6,28,3,2
24021,2018-02-28,2018,1,2,4,0,1,0,0,1,0,53,167,20,1,12,1,0,2,28,3,2
24022,2018-02-28,2018,1,2,0,0,0,0,0,1,1,41,93,187,1,3,1,0,6,28,3,2
24023,2018-02-28,2018,1,2,0,0,0,0,0,1,1,53,40,195,1,2,1,0,6,28,3,2
24024,2018-01-03,2018,2,3,4,0,1,0,1,0,0,41,111,968,1,13,0,0,2,3,3,1
24025,2018-01-03,2018,2,3,4,0,1,1,0,0,0,53,58,86,1,12,1,1,2,3,3,1
24026,2018-01-03,2018,2,3,0,1,0,0,0,0,1,41,44,451,1,4,1,0,6,3,3,1
24027,2018-01-03,2018,2,3,4,0,1,0,1,0,0,53,58,1059,1,12,1,0,2,3,3,1
24028,2018-01-03,2018,2,3,4,0,1,0,0,0,0,41,218,187,1,2,1,0,2,3,3,1
24029,2018-01-03,2018,2,3,4,0,1,0,0,0,0,53,91,257,1,13,1,0,2,3,3,1
24030,2018-01-03,2018,2,3,0,0,1,0,0,0,1,53,100,281,1,0,1,0,6,3,3,1
24031,2018-01-03,2018,2,3,0,1,1,0,0,0,0,28,167,469,1,12,1,1,2,3,3,1
24032,2018-01-03,2018,2,3,0,0,1,0,0,0,1,41,10,433,1,4,1,0,6,3,3,1
24033,2018-01-03,2018,2,3,4,0,0,0,0,0,2,53,248,739,1,9,1,1,6,3,3,1
24034,2018-02-03,2018,2,4,0,0,2,0,0,0,0,53,148,100,1,13,0,1,2,3,6,2
24035,2018-02-03,2018,2,4,0,0,1,0,0,0,1,41,44,432,1,4,0,1,6,3,6,2
24036,2018-02-03,2018,2,4,4,0,1,0,0,0,1,41,126,563,1,16,1,0,6,3,6,2
24037,2018-02-03,2018,2,4,4,0,2,0,0,0,0,41,51,613,1,4,0,0,2,3,6,2
24038,2018-02-03,2018,2,4,4,0,0,1,0,0,1,41,48,840,1,15,1,0,6,3,6,2
24039,2018-02-03,2018,2,4,0,0,1,0,0,0,1,8,67,824,1,10,1,0,6,3,6,2
24040,2018-02-03,2018,2,4,4,0,1,0,0,0,0,41,194,1027,1,6,1,0,2,3,6,2
24041,2018-02-03,2018,2,4,4,0,1,0,0,0,0,53,113,1044,1,5,1,0,2,3,6,2
24042,2018-02-03,2018,2,4,0,0,0,0,0,0,1,41,92,1051,1,15,1,0,6,3,6,2
24043,2018-02-03,2018,2,4,0,0,0,0,0,0,2,41,48,56,1,15,1,0,6,3,6,2
24044,2018-02-03,2018,2,4,0,0,1,0,0,0,1,37,155,150,1,2,1,0,6,3,6,2
24045,2018-02-03,2018,2,4,0,1,1,0,0,0,0,53,48,174,1,15,1,0,2,3,6,2
24046,2018-02-03,2018,2,4,0,1,0,0,0,0,1,53,182,564,1,10,1,1,6,3,6,2
24047,2018-02-03,2018,2,4,4,0,1,0,0,0,1,41,42,582,1,12,1,1,6,3,6,2
24048,2018-02-03,2018,2,4,4,0,2,0,0,0,0,53,214,660,1,13,1,1,2,3,6,2
24049,2018-03-03,2018,2,5,4,0,1,0,0,1,0,8,18,256,1,13,1,1,2,3,6,3
24050,2018-03-03,2018,2,5,0,0,1,0,1,0,0,53,48,555,1,15,1,0,2,3,6,3
24051,2018-03-03,2018,2,5,4,0,1,0,1,0,0,41,228,669,1,12,0,0,2,3,6,3
24052,2018-03-03,2018,2,5,4,0,1,0,0,0,1,0,91,790,1,13,1,0,6,3,6,3
24053,2018-03-03,2018,2,5,4,0,1,0,1,0,0,53,18,1012,1,13,1,0,2,3,6,3
24054,2018-03-03,2018,2,5,4,0,0,1,1,0,0,41,42,13,1,12,1,0,2,3,6,3
24055,2018-03-03,2018,2,5,0,0,0,0,0,0,2,41,44,140,1,4,1,0,6,3,6,3
24056,2018-03-03,2018,2,5,0,0,0,0,1,0,1,53,8,281,1,2,1,0,6,3,6,3
24057,2018-03-03,2018,2,5,0,0,1,0,0,0,1,41,182,277,1,10,1,0,6,3,6,3
24058,2018-03-03,2018,2,5,0,0,1,0,0,0,1,41,166,576,1,9,1,1,6,3,6,3
24059,2018-03-03,2018,2,5,0,0,1,0,0,0,1,53,43,597,1,0,1,1,6,3,6,3
24060,2018-03-03,2018,2,5,4,0,1,1,0,0,0,53,228,808,1,12,1,1,2,3,6,3
24061,2018-04-03,2018,2,6,0,0,0,0,0,0,1,41,218,1102,1,2,1,1,1,3,2,4
24062,2018-04-03,2018,2,6,0,0,0,0,1,0,1,41,218,528,1,2,1,0,6,3,2,4
24063,2018-04-03,2018,2,6,4,0,2,0,0,0,0,53,26,1027,1,13,1,0,2,3,2,4
24064,2018-04-03,2018,2,6,0,0,1,0,0,0,1,48,197,1059,1,3,1,0,6,3,2,4
24065,2018-04-03,2018,2,6,0,1,0,0,0,0,1,41,135,174,1,17,1,0,6,3,2,4
24066,2018-04-03,2018,2,6,4,0,1,0,1,0,0,53,43,556,1,0,1,1,2,3,2,4
24067,2018-04-03,2018,2,6,4,0,1,0,0,0,1,53,214,816,1,13,1,1,6,3,2,4
24068,2018-05-03,2018,2,0,0,0,1,0,0,0,1,53,167,692,1,12,0,0,6,3,4,5
24069,2018-05-03,2018,2,0,0,0,1,0,0,0,1,41,92,581,1,15,1,0,6,3,4,5
24070,2018-05-03,2018,2,0,4,0,1,0,1,0,0,53,103,590,1,5,1,0,2,3,4,5
24071,2018-05-03,2018,2,0,4,0,2,0,0,0,0,41,182,581,1,10,1,0,2,3,4,5
24072,2018-05-03,2018,2,0,0,0,1,0,0,0,1,41,214,984,1,13,0,0,6,3,4,5
24073,2018-05-03,2018,2,0,0,0,0,0,1,0,1,4,157,1027,1,14,1,0,6,3,4,5
24074,2018-05-03,2018,2,0,0,0,0,0,0,0,1,53,221,1,1,10,1,0,6,3,4,5
24075,2018-05-03,2018,2,0,0,0,0,0,1,0,1,41,111,1081,1,13,1,0,6,3,4,5
24076,2018-05-03,2018,2,0,4,0,0,0,2,0,0,53,228,174,1,12,1,0,2,3,4,5
24077,2018-05-03,2018,2,0,0,0,1,0,0,0,1,41,44,174,1,4,1,0,6,3,4,5
24078,2018-05-03,2018,2,0,0,0,1,0,0,0,0,41,90,273,1,3,1,0,2,3,4,5
24079,2018-05-03,2018,2,0,4,0,1,0,0,1,0,41,49,273,1,2,1,0,2,3,4,5
24080,2018-05-03,2018,2,0,4,0,1,0,0,0,0,53,218,433,1,2,1,0,2,3,4,5
24081,2018-05-03,2018,2,0,0,1,0,0,0,0,1,53,8,469,1,2,1,1,6,3,4,5
24082,2018-05-03,2018,2,0,0,0,0,0,0,0,2,53,226,397,1,3,1,0,6,3,4,5
24083,2018-05-03,2018,2,0,4,0,1,0,0,0,1,8,66,582,1,9,1,1,6,3,4,5
24084,2018-05-03,2018,2,0,0,1,0,0,0,0,1,53,226,591,1,3,1,1,6,3,4,5
24085,2018-05-03,2018,2,0,0,0,2,0,0,0,0,41,56,606,1,2,1,1,2,3,4,5
24086,2018-06-03,2018,2,1,4,0,2,0,0,0,0,88,81,200,1,16,0,1,2,3,7,6
24087,2018-06-03,2018,2,1,0,0,0,0,0,0,2,87,36,71,1,11,1,0,6,3,7,6
24088,2018-06-03,2018,2,1,4,0,2,0,0,0,0,41,111,1073,1,13,1,0,2,3,7,6
24089,2018-06-03,2018,2,1,0,0,0,0,0,1,1,41,64,469,1,11,1,1,6,3,7,6
24090,2018-06-03,2018,2,1,1,0,0,0,1,0,1,0,91,572,1,13,1,1,6,3,7,6
24091,2018-06-03,2018,2,1,0,1,0,0,0,0,1,41,51,926,1,4,1,1,6,3,7,6
24092,2018-06-03,2018,2,1,0,1,0,0,0,0,1,8,18,926,1,13,1,1,6,3,7,6
24093,2018-07-03,2018,2,2,0,0,1,0,0,0,1,81,182,824,1,10,1,0,6,3,2,7
24094,2018-07-03,2018,2,2,0,0,1,0,0,0,1,53,20,468,1,9,1,0,6,3,2,7
24095,2018-07-03,2018,2,2,4,0,0,0,0,0,0,87,175,721,1,8,1,0,2,3,2,7
24096,2018-07-03,2018,2,2,4,0,4,0,0,0,0,41,18,511,1,13,1,0,2,3,2,7
24097,2018-07-03,2018,2,2,4,0,0,0,2,0,0,30,212,1044,1,27,1,0,2,3,2,7
24098,2018-07-03,2018,2,2,0,0,1,0,0,0,1,53,228,133,1,12,1,0,6,3,2,7
24099,2018-07-03,2018,2,2,0,0,1,0,0,0,1,41,228,174,1,12,1,0,6,3,2,7
24100,2018-07-03,2018,2,2,0,0,0,0,0,0,1,53,78,201,1,13,1,0,6,3,2,7
24101,2018-07-03,2018,2,2,4,0,2,0,0,0,0,53,48,316,1,15,1,0,2,3,2,7
24102,2018-07-03,2018,2,2,4,0,2,0,0,0,0,41,149,383,1,12,1,0,2,3,2,7
24103,2018-07-03,2018,2,2,4,0,1,0,0,0,0,86,81,529,1,16,1,1,2,3,2,7
24104,2018-07-03,2018,2,2,0,0,0,0,1,0,1,8,67,529,1,10,1,1,6,3,2,7
24105,2018-08-03,2018,2,3,0,1,0,0,0,0,0,41,48,555,1,15,1,0,2,3,5,8
24106,2018-08-03,2018,2,3,4,0,2,0,0,0,0,53,214,581,1,13,1,0,2,3,5,8
24107,2018-08-03,2018,2,3,4,0,1,0,0,0,1,53,67,999,1,10,1,0,6,3,5,8
24108,2018-08-03,2018,2,3,0,0,0,0,0,0,2,41,111,118,1,13,1,0,6,3,5,8
24109,2018-08-03,2018,2,3,4,0,1,0,1,0,0,33,93,109,1,3,1,0,2,3,5,8
24110,2018-08-03,2018,2,3,4,0,2,0,0,0,0,41,8,195,1,2,1,0,2,3,5,8
24111,2018-08-03,2018,2,3,4,0,1,0,0,0,1,53,48,217,1,15,1,0,6,3,5,8
24112,2018-08-03,2018,2,3,4,0,0,0,1,0,1,53,56,329,1,2,1,0,6,3,5,8
24113,2018-08-03,2018,2,3,0,0,1,0,0,0,1,53,25,375,1,12,1,0,6,3,5,8
24114,2018-08-03,2018,2,3,0,0,0,0,0,0,2,53,224,383,1,2,1,0,6,3,5,8
24115,2018-08-03,2018,2,3,4,0,0,1,0,1,0,53,48,482,1,15,1,1,2,3,5,8
24116,2018-08-03,2018,2,3,4,0,1,1,0,0,0,53,81,482,1,16,1,1,2,3,5,8
24117,2018-08-03,2018,2,3,0,0,1,0,0,0,1,8,184,798,1,12,0,1,6,3,5,8
24118,2018-08-03,2018,2,3,0,0,1,0,0,0,1,53,58,774,1,12,1,1,6,3,5,8
24119,2018-08-03,2018,2,3,0,0,0,0,1,0,1,53,218,917,1,2,1,0,6,3,5,8
24120,2018-09-03,2018,2,4,0,0,1,0,0,1,0,53,148,232,1,13,1,1,2,3,1,9
24121,2018-09-03,2018,2,4,4,0,1,0,0,0,1,41,182,498,1,10,1,0,6,3,1,9
24122,2018-09-03,2018,2,4,0,0,0,0,0,0,2,11,100,528,1,0,1,0,6,3,1,9
24123,2018-09-03,2018,2,4,0,0,0,0,0,0,2,53,224,659,1,2,1,0,6,3,1,9
24124,2018-09-03,2018,2,4,4,0,2,0,0,0,0,41,101,738,1,6,1,0,2,3,1,9
24125,2018-09-03,2018,2,4,0,0,0,0,0,0,2,53,42,764,1,12,0,0,6,3,1,9
24126,2018-09-03,2018,2,4,4,0,2,0,0,0,0,41,218,49,1,2,1,0,2,3,1,9
24127,2018-09-03,2018,2,4,4,0,2,0,0,0,0,53,48,1027,1,15,1,0,2,3,1,9
24128,2018-09-03,2018,2,4,0,0,0,0,0,0,0,53,18,85,1,13,1,0,2,3,1,9
24129,2018-09-03,2018,2,4,4,0,1,0,1,0,0,53,167,367,1,12,1,0,2,3,1,9
24130,2018-09-03,2018,2,4,4,0,2,0,0,0,0,53,123,512,1,5,1,1,2,3,1,9
24131,2018-09-03,2018,2,4,0,0,0,0,1,0,1,41,8,606,1,2,1,1,6,3,1,9
24132,2018-09-03,2018,2,4,4,0,2,0,1,0,0,53,67,686,1,10,0,1,2,3,1,9
24133,2018-10-03,2018,2,5,0,0,0,0,0,0,2,41,182,71,1,10,1,0,6,3,3,10
24134,2018-10-03,2018,2,5,4,0,2,0,0,0,0,53,149,4,1,12,1,0,2,3,3,10
24135,2018-10-03,2018,2,5,4,0,1,0,1,0,0,0,87,1073,1,25,1,0,2,3,3,10
24136,2018-10-03,2018,2,5,4,0,2,1,0,0,0,41,196,95,1,5,1,0,2,3,3,10
24137,2018-10-03,2018,2,5,4,0,1,0,0,0,1,41,172,87,1,23,1,0,6,3,3,10
24138,2018-10-03,2018,2,5,4,0,1,0,0,0,0,41,228,383,1,12,1,0,2,3,3,10
24139,2018-10-03,2018,2,5,0,0,1,0,0,0,1,53,218,497,1,2,1,1,6,3,3,10
24140,2018-10-03,2018,2,5,0,0,0,0,0,0,1,53,250,448,1,0,1,1,6,3,3,10
24141,2018-10-03,2018,2,5,4,0,2,1,0,0,0,53,228,529,1,12,0,1,2,3,3,10
24142,2018-11-03,2018,2,6,4,0,1,0,0,0,0,41,175,824,1,8,1,0,2,3,6,11
24143,2018-11-03,2018,2,6,0,0,0,0,0,0,1,53,214,1081,1,13,0,0,6,3,6,11
24144,2018-11-03,2018,2,6,4,0,1,0,1,0,0,53,218,1,1,2,1,0,2,3,6,11
24145,2018-11-03,2018,2,6,4,0,2,0,0,0,0,53,165,228,1,2,1,0,2,3,6,11
24146,2018-11-03,2018,2,6,4,0,1,0,0,0,1,53,218,217,1,2,1,0,6,3,6,11
24147,2018-11-03,2018,2,6,4,0,2,0,0,0,0,41,111,217,1,13,1,0,2,3,6,11
24148,2018-11-03,2018,2,6,4,0,2,0,0,0,0,41,58,201,1,12,1,0,2,3,6,11
24149,2018-11-03,2018,2,6,4,0,0,0,0,0,0,4,189,633,1,14,1,1,2,3,6,11
24150,2018-12-03,2018,2,0,0,0,0,0,0,0,2,33,48,441,1,15,1,0,6,3,1,12
24151,2018-12-03,2018,2,0,0,0,1,0,0,0,1,53,218,605,1,2,1,0,6,3,1,12
24152,2018-12-03,2018,2,0,4,0,1,0,0,0,0,53,18,764,1,13,0,0,2,3,1,12
24153,2018-12-03,2018,2,0,4,0,2,0,0,0,0,41,196,968,1,5,1,0,2,3,1,12
24154,2018-12-03,2018,2,0,4,0,1,0,1,0,0,53,42,1073,1,12,1,0,2,3,1,12
24155,2018-12-03,2018,2,0,4,0,1,0,1,0,0,37,218,174,1,2,1,0,2,3,1,12
24156,2018-12-03,2018,2,0,4,0,0,0,1,0,1,53,184,316,1,12,1,0,6,3,1,12
24157,2018-12-03,2018,2,0,4,0,1,0,0,0,1,33,8,433,1,2,1,0,6,3,1,12
24158,2018-03-13,2018,2,1,0,1,0,0,0,0,0,41,90,366,1,3,1,1,2,13,2,3
24159,2018-03-13,2018,2,1,0,0,0,0,1,0,1,41,156,581,1,17,1,0,6,13,2,3
24160,2018-03-13,2018,2,1,4,0,1,0,1,0,0,41,93,764,1,3,1,0,2,13,2,3
24161,2018-03-13,2018,2,1,0,1,0,0,0,0,1,41,216,984,1,1,1,0,6,13,2,3
24162,2018-03-13,2018,2,1,4,0,1,0,0,0,0,86,81,1051,1,16,1,0,2,13,2,3
24163,2018-03-13,2018,2,1,4,0,1,0,0,0,1,41,73,118,1,16,1,0,6,13,2,3
