ORDEN,FECHA,AÑO,MES,DÍA_SEMANA_NOMBRE,GRAVEDAD,PEATON,AUTOMOVIL,CAMPAERO,CAMIONETA,CAMION,MOTO,VIA 1,BARRIO,HORA,ENTIDAD,nombrecomuna,Propietario de Vehículo,DIURNIO/NOCTURNO,HORA RESTRICCION MOTO,DÍA_MES_NUM,DÍA_SEMANA_NUM,MES_NUM
265,2012-01-27,2012,0,4,4,0,2,0,0,0,0,41,223,475,1,5,0,1,2,27,5,1
266,2012-01-27,2012,0,4,4,0,2,0,1,0,0,53,67,228,1,10,0,0,2,27,5,1
267,2012-01-28,2012,0,5,0,0,1,0,0,0,1,41,48,354,1,15,0,0,6,28,6,1
268,2012-01-28,2012,0,5,1,1,0,0,0,0,1,41,93,546,1,3,0,1,6,28,6,1
269,2012-01-28,2012,0,5,4,0,0,0,0,2,0,41,48,195,1,15,0,0,2,28,6,1
270,2012-01-28,2012,0,5,0,0,1,0,0,0,1,5,197,529,1,3,0,1,6,28,6,1
271,2012-01-28,2012,0,5,0,1,0,0,0,0,1,53,100,841,1,0,0,1,6,28,6,1
272,2012-01-28,2012,0,5,0,0,1,0,0,0,1,53,42,939,1,12,0,1,6,28,6,1
273,2012-01-28,2012,0,5,4,0,2,0,0,0,0,53,48,272,1,15,0,1,2,28,6,1
274,2012-01-28,2012,0,5,0,0,1,1,0,0,0,41,196,828,1,5,0,1,2,28,6,1
275,2012-01-28,2012,0,5,4,0,1,0,0,1,0,41,196,1051,1,5,0,0,2,28,6,1
276,2012-01-28,2012,0,5,4,0,2,0,0,0,0,8,212,150,1,27,0,0,2,28,6,1
277,2012-01-28,2012,0,5,4,0,0,1,0,0,1,41,20,659,1,9,0,0,6,28,6,1
278,2012-01-28,2012,0,5,4,0,1,0,0,0,1,71,113,894,1,5,0,0,6,28,6,1
279,2012-01-28,2012,0,5,0,0,2,0,0,0,0,41,218,581,1,2,0,0,2,28,6,1
280,2012-01-28,2012,0,5,4,0,0,0,0,1,0,0,197,256,1,3,0,1,2,28,6,1
281,2012-01-28,2012,0,5,4,0,1,0,0,0,1,37,5,63,1,13,0,0,6,28,6,1
282,2012-01-28,2012,0,5,0,1,0,0,0,0,1,41,182,322,1,10,0,0,6,28,6,1
283,2012-01-28,2012,0,5,4,0,1,0,0,0,2,41,111,288,1,13,0,0,6,28,6,1
284,2012-01-28,2012,0,5,4,0,2,0,0,0,0,53,228,546,1,12,0,1,2,28,6,1
285,2012-01-29,2012,0,6,0,0,0,0,0,0,1,53,48,162,1,15,0,1,1,29,7,1
286,2012-01-29,2012,0,6,0,0,0,0,0,0,2,10,197,256,1,3,0,1,1,29,7,1
287,2012-01-29,2012,0,6,0,0,0,0,0,0,2,53,111,596,1,13,0,0,6,29,7,1
288,2012-01-29,2012,0,6,4,0,2,0,1,0,0,41,48,685,1,15,0,0,2,29,7,1
289,2012-01-29,2012,0,6,0,0,1,0,0,0,0,10,197,187,1,3,0,0,2,29,7,1
290,2012-01-30,2012,0,0,4,0,0,2,0,0,0,53,218,399,1,2,0,0,2,30,1,1
291,2012-01-30,2012,0,0,0,0,1,0,0,0,1,53,196,432,1,5,0,1,6,30,1,1
292,2012-01-30,2012,0,0,4,0,1,0,1,0,0,17,212,555,1,27,0,0,2,30,1,1
293,2012-01-30,2012,0,0,4,0,2,0,0,0,0,41,184,961,1,12,0,0,2,30,1,1
294,2012-01-30,2012,0,0,4,0,0,0,0,1,0,53,47,1073,1,8,0,0,2,30,1,1
295,2012-01-30,2012,0,0,4,0,0,0,1,0,0,41,158,288,1,17,0,0,2,30,1,1
296,2012-01-30,2012,0,0,4,0,0,1,1,0,0,53,167,416,1,12,0,0,2,30,1,1
297,2012-01-30,2012,0,0,0,0,0,0,0,0,2,53,214,322,1,13,0,0,6,30,1,1
298,2012-01-30,2012,0,0,4,0,1,0,0,0,1,41,42,824,1,12,0,0,6,30,1,1
299,2012-01-30,2012,0,0,4,0,1,0,0,0,1,53,102,1044,1,5,1,0,6,30,1,1
300,2012-01-31,2012,0,1,4,0,0,0,0,0,2,53,100,257,1,0,0,0,6,31,2,1
301,2012-01-31,2012,0,1,0,0,0,0,0,0,2,53,235,651,1,2,0,0,6,31,2,1
302,2012-01-31,2012,0,1,4,0,1,0,0,1,0,53,42,824,1,12,0,0,2,31,2,1
303,2012-01-31,2012,0,1,4,0,0,0,1,1,0,41,113,790,1,5,0,0,2,31,2,1
304,2012-01-31,2012,0,1,4,0,2,0,0,0,0,53,25,944,1,12,0,0,2,31,2,1
305,2012-01-31,2012,0,1,4,0,1,0,1,0,0,53,218,1012,1,2,0,0,2,31,2,1
306,2012-01-31,2012,0,1,4,0,1,0,0,0,0,71,196,174,1,5,0,0,2,31,2,1
307,2012-01-31,2012,0,1,4,0,1,0,1,0,0,41,67,867,1,10,0,0,2,31,2,1
308,2012-01-31,2012,0,1,4,0,1,0,0,0,1,41,158,1089,1,17,0,0,6,31,2,1
309,2012-01-31,2012,0,1,0,0,0,0,1,0,1,53,10,33,1,4,0,0,6,31,2,1
310,2012-01-31,2012,0,1,4,0,1,0,0,0,0,41,58,739,1,12,0,1,2,31,2,1
311,2012-01-31,2012,0,1,4,0,2,0,0,0,0,41,167,529,1,12,0,1,2,31,2,1
312,2012-01-31,2012,0,1,4,0,1,0,1,0,0,53,42,582,1,12,0,1,2,31,2,1
313,2012-01-31,2012,0,1,4,0,0,1,0,0,0,53,78,217,1,13,0,0,2,31,2,1
314,2012-01-31,2012,0,1,4,0,2,0,0,0,0,10,197,469,1,3,0,1,2,31,2,1
315,2012-01-31,2012,0,1,4,0,1,0,0,0,0,53,167,597,1,12,0,1,2,31,2,1
316,2012-01-31,2012,0,1,4,0,2,0,0,0,0,8,66,685,1,9,0,0,2,31,2,1
317,2012-01-31,2012,0,1,4,0,1,0,0,0,1,10,197,840,1,3,0,0,6,31,2,1
318,2012-01-02,2012,1,2,4,0,1,0,0,0,1,53,42,693,1,12,0,1,6,2,1,1
319,2012-01-02,2012,1,2,0,0,0,0,1,0,1,41,124,1,1,5,0,0,6,2,1,1
320,2012-01-02,2012,1,2,4,0,0,0,1,0,0,8,67,1044,1,10,0,0,2,2,1,1
321,2012-01-02,2012,1,2,0,0,1,0,0,0,2,53,148,581,1,13,0,0,6,2,1,1
322,2012-01-02,2012,1,2,0,0,1,1,0,0,0,41,155,1073,1,2,0,0,2,2,1,1
323,2012-01-02,2012,1,2,4,0,1,0,0,0,0,53,122,738,1,9,0,0,2,2,1,1
324,2012-01-02,2012,1,2,4,0,0,0,1,0,0,41,218,581,1,2,0,0,2,2,1,1
325,2012-01-02,2012,1,2,0,0,1,0,0,0,1,53,49,1103,1,2,0,0,6,2,1,1
326,2012-01-02,2012,1,2,4,0,2,0,0,0,0,87,197,174,1,3,0,0,2,2,1,1
327,2012-02-02,2012,1,3,0,1,0,0,0,0,1,87,197,441,1,3,0,0,6,2,4,2
328,2012-02-02,2012,1,3,0,1,1,0,0,0,0,41,232,848,1,12,1,0,2,2,4,2
329,2012-02-02,2012,1,3,4,0,2,0,0,0,0,53,228,468,1,12,0,0,2,2,4,2
330,2012-02-02,2012,1,3,4,0,1,0,0,1,0,53,196,581,1,5,1,0,2,2,4,2
331,2012-02-02,2012,1,3,0,0,1,0,1,0,0,33,48,824,1,15,0,0,2,2,4,2
332,2012-02-02,2012,1,3,0,0,0,0,0,0,1,41,81,1047,1,16,0,1,1,2,4,2
333,2012-02-02,2012,1,3,0,0,0,0,0,0,2,53,48,999,1,15,1,0,6,2,4,2
334,2012-03-02,2012,1,4,4,0,1,0,0,0,0,53,78,999,1,13,0,0,2,2,5,3
335,2012-03-02,2012,1,4,0,0,1,0,0,0,1,41,51,652,1,4,1,1,6,2,5,3
336,2012-03-02,2012,1,4,4,0,1,0,1,0,1,41,218,529,1,2,1,1,6,2,5,3
337,2012-03-02,2012,1,4,0,1,0,0,0,0,1,53,194,459,1,6,1,0,6,2,5,3
338,2012-03-02,2012,1,4,4,0,1,0,0,0,0,88,42,908,1,12,1,0,2,2,5,3
339,2012-04-02,2012,1,5,0,1,0,0,0,0,1,53,90,416,1,3,1,0,6,2,1,4
340,2012-04-02,2012,1,5,0,0,0,0,0,0,2,53,56,633,1,2,1,1,6,2,1,4
341,2012-04-02,2012,1,5,4,0,1,0,0,0,0,53,112,174,1,5,1,0,2,2,1,4
342,2012-04-02,2012,1,5,4,0,2,0,0,0,0,53,56,738,1,2,0,0,2,2,1,4
343,2012-04-02,2012,1,5,4,0,1,0,0,0,1,41,8,273,1,2,1,0,6,2,1,4
344,2012-04-02,2012,1,5,4,0,1,0,1,0,0,24,194,894,1,6,0,0,2,2,1,4
345,2012-04-02,2012,1,5,0,1,1,0,0,0,0,53,42,1080,1,12,0,1,2,2,1,4
346,2012-04-02,2012,1,5,0,0,1,0,0,0,1,53,55,895,1,0,0,1,6,2,1,4
347,2012-04-02,2012,1,5,4,0,1,0,1,0,0,53,233,195,1,11,1,0,2,2,1,4
348,2012-04-02,2012,1,5,0,0,1,0,0,0,1,53,8,529,1,2,1,1,6,2,1,4
349,2012-05-02,2012,1,6,4,0,1,0,0,0,1,41,48,257,1,15,0,0,6,2,3,5
350,2012-05-02,2012,1,6,4,0,2,0,0,0,0,8,192,282,1,11,0,0,2,2,3,5
351,2012-05-02,2012,1,6,4,0,2,0,0,0,0,53,100,433,1,0,0,0,2,2,3,5
352,2012-05-02,2012,1,6,0,0,0,0,1,0,1,53,122,477,1,9,1,0,6,2,3,5
353,2012-05-02,2012,1,6,4,0,1,0,0,0,0,41,48,925,1,15,0,0,2,2,3,5
354,2012-05-02,2012,1,6,4,0,2,0,0,0,0,53,90,537,1,3,0,1,2,2,3,5
355,2012-05-02,2012,1,6,0,1,0,0,0,0,1,53,90,546,1,3,0,1,6,2,3,5
356,2012-05-02,2012,1,6,0,0,0,1,0,0,1,53,218,797,1,2,0,0,6,2,3,5
357,2012-05-02,2012,1,6,0,1,1,0,0,0,0,8,67,12,1,10,1,1,2,2,3,5
358,2012-05-02,2012,1,6,4,0,1,0,0,0,1,88,81,790,1,16,0,0,6,2,3,5
359,2012-05-02,2012,1,6,4,0,2,0,0,0,0,71,48,1,1,15,0,0,2,2,3,5
360,2012-05-02,2012,1,6,4,0,1,0,0,0,1,41,196,341,1,5,0,0,6,2,3,5
361,2012-05-02,2012,1,6,0,0,0,0,0,0,1,10,31,12,1,8,1,1,1,2,3,5
362,2012-06-02,2012,1,0,4,0,2,0,0,0,0,53,48,894,1,15,0,0,2,2,6,6
363,2012-06-02,2012,1,0,4,0,1,0,0,1,0,41,112,867,1,5,0,0,2,2,6,6
364,2012-06-02,2012,1,0,4,0,1,0,1,0,0,34,194,56,1,6,0,0,2,2,6,6
365,2012-06-02,2012,1,0,4,0,2,0,0,0,0,53,58,512,1,12,0,1,2,2,6,6
366,2012-06-02,2012,1,0,4,0,1,0,0,0,0,53,212,303,1,27,0,0,2,2,6,6
367,2012-06-02,2012,1,0,0,1,0,0,0,0,1,53,42,774,1,12,0,1,6,2,6,6
368,2012-06-02,2012,1,0,4,0,1,0,0,0,1,39,218,529,1,2,0,1,6,2,6,6
369,2012-06-02,2012,1,0,0,0,0,0,0,0,1,87,197,1020,1,3,0,1,6,2,6,6
370,2012-06-02,2012,1,0,0,0,0,0,1,0,1,33,48,257,1,15,0,0,6,2,6,6
371,2012-06-02,2012,1,0,4,0,1,1,0,0,0,53,122,101,1,9,0,0,2,2,6,6
372,2012-06-02,2012,1,0,4,0,1,0,1,0,0,53,184,506,1,12,0,1,2,2,6,6
373,2012-06-02,2012,1,0,4,0,1,0,0,0,1,53,48,790,1,15,0,0,6,2,6,6
374,2012-07-02,2012,1,1,0,0,1,0,0,0,1,41,56,623,1,2,0,0,6,2,1,7
375,2012-07-02,2012,1,1,4,0,1,0,0,1,0,53,56,685,1,2,0,0,2,2,1,7
376,2012-07-02,2012,1,1,0,1,0,0,0,0,1,41,196,505,1,5,0,0,6,2,1,7
377,2012-07-02,2012,1,1,0,0,0,0,0,0,2,53,218,721,1,2,0,0,6,2,1,7
378,2012-07-02,2012,1,1,4,0,0,0,0,1,0,33,48,721,1,15,0,0,2,2,1,7
379,2012-07-02,2012,1,1,4,0,0,0,1,0,1,41,182,496,1,10,0,0,6,2,1,7
380,2012-07-02,2012,1,1,0,0,0,0,0,0,2,41,77,432,1,11,0,1,6,2,1,7
381,2012-07-02,2012,1,1,0,0,0,0,1,0,1,53,218,999,1,2,0,0,6,2,1,7
382,2012-07-02,2012,1,1,4,0,1,0,0,0,1,4,157,423,1,14,0,0,6,2,1,7
383,2012-07-02,2012,1,1,0,0,0,0,0,0,2,41,44,530,1,4,0,1,6,2,1,7
384,2012-07-02,2012,1,1,4,0,1,1,0,0,0,33,212,383,1,27,0,0,2,2,1,7
385,2012-07-02,2012,1,1,0,0,1,0,0,0,1,53,100,597,1,0,0,1,6,2,1,7
386,2012-07-02,2012,1,1,4,0,1,0,0,1,0,53,205,296,1,8,0,0,2,2,1,7
387,2012-07-02,2012,1,1,4,0,1,0,0,0,0,53,48,686,1,15,0,1,2,2,1,7
388,2012-07-02,2012,1,1,4,0,1,0,0,0,1,53,58,582,1,12,0,1,6,2,1,7
389,2012-08-02,2012,1,2,4,0,2,0,0,0,0,41,196,754,1,5,0,0,2,2,4,8
390,2012-08-02,2012,1,2,4,0,0,0,2,0,0,41,196,1036,1,5,0,0,2,2,4,8
391,2012-08-02,2012,1,2,4,0,1,0,1,0,0,41,56,432,1,2,0,1,2,2,4,8
392,2012-08-02,2012,1,2,4,0,1,0,0,1,0,53,9,824,1,14,0,0,2,2,4,8
393,2012-08-02,2012,1,2,4,0,0,0,2,0,0,41,92,632,1,15,0,0,2,2,4,8
394,2012-08-02,2012,1,2,0,0,0,0,1,0,1,53,48,773,1,15,0,0,6,2,4,8
395,2012-08-02,2012,1,2,4,0,1,1,0,0,0,53,42,764,1,12,0,0,2,2,4,8
396,2012-08-02,2012,1,2,4,0,1,0,0,0,0,53,48,651,1,15,0,0,2,2,4,8
397,2012-08-02,2012,1,2,4,0,1,0,1,0,0,8,182,651,1,10,0,0,2,2,4,8
398,2012-08-02,2012,1,2,4,0,1,0,0,0,1,53,48,217,1,15,0,0,6,2,4,8
399,2012-08-02,2012,1,2,4,0,2,0,0,0,0,41,218,642,1,2,0,1,2,2,4,8
400,2012-08-02,2012,1,2,0,0,1,1,0,0,1,53,214,765,1,13,0,1,6,2,4,8
401,2012-08-02,2012,1,2,4,0,1,0,0,0,0,53,56,42,1,2,0,0,2,2,4,8
402,2012-08-02,2012,1,2,0,1,1,0,0,0,0,66,182,228,1,10,0,0,2,2,4,8
403,2012-09-02,2012,1,3,0,0,1,0,0,0,1,53,92,481,1,15,0,0,6,2,7,9
404,2012-09-02,2012,1,3,4,0,1,0,0,0,1,53,214,1096,1,13,0,0,6,2,7,9
405,2012-09-02,2012,1,3,0,0,0,1,0,0,1,10,197,511,1,3,0,0,6,2,7,9
406,2012-09-02,2012,1,3,4,0,1,0,1,0,0,41,228,1064,1,12,0,0,2,2,7,9
407,2012-09-02,2012,1,3,4,0,0,1,0,0,1,41,182,341,1,10,0,0,6,2,7,9
408,2012-09-02,2012,1,3,4,0,1,1,0,0,0,53,48,556,1,15,0,1,2,2,7,9
409,2012-09-02,2012,1,3,4,0,0,0,1,0,0,33,8,1044,1,2,0,0,2,2,7,9
410,2012-10-02,2012,1,4,4,0,2,0,0,0,0,8,66,482,1,9,0,1,2,2,2,10
411,2012-10-02,2012,1,4,0,0,1,0,0,0,1,41,78,1011,1,13,0,0,6,2,2,10
412,2012-10-02,2012,1,4,0,0,0,1,0,0,1,10,197,545,1,3,0,0,6,2,2,10
413,2012-10-02,2012,1,4,4,0,1,0,0,0,1,41,146,999,1,17,0,0,6,2,2,10
414,2012-10-02,2012,1,4,4,0,1,0,0,0,0,41,218,329,1,2,0,0,2,2,2,10
415,2012-10-02,2012,1,4,0,1,0,0,0,0,1,41,196,528,1,5,0,0,6,2,2,10
416,2012-10-02,2012,1,4,4,0,2,0,0,0,0,53,18,87,1,13,0,0,2,2,2,10
417,2012-10-02,2012,1,4,4,0,1,0,0,0,1,41,158,597,1,17,0,1,6,2,2,10
418,2012-10-02,2012,1,4,4,0,0,0,0,0,0,53,48,303,1,15,0,0,2,2,2,10
419,2012-10-02,2012,1,4,4,0,2,0,0,0,0,53,214,556,1,13,0,1,2,2,2,10
420,2012-10-02,2012,1,4,0,0,0,0,0,0,1,41,218,217,1,2,0,0,6,2,2,10
421,2012-10-02,2012,1,4,0,0,2,0,0,0,0,53,42,448,1,12,0,1,2,2,2,10
422,2012-10-02,2012,1,4,0,0,0,0,0,0,1,53,197,100,1,3,0,1,1,2,2,10
423,2012-11-02,2012,1,5,0,0,0,0,0,0,2,41,48,969,1,15,0,1,6,2,5,11
424,2012-11-02,2012,1,5,0,1,0,0,0,0,1,41,8,909,1,2,0,1,6,2,5,11
425,2012-11-02,2012,1,5,4,0,1,0,0,0,1,41,148,1,1,13,0,0,6,2,5,11
426,2012-11-02,2012,1,5,0,0,0,0,0,0,1,10,99,101,1,8,0,0,6,2,5,11
427,2012-11-02,2012,1,5,4,0,2,0,0,0,0,41,184,482,1,12,0,1,2,2,5,11
428,2012-11-02,2012,1,5,4,0,1,0,0,0,1,53,56,563,1,2,0,0,6,2,5,11
429,2012-11-02,2012,1,5,4,0,1,0,0,0,1,53,184,257,1,12,0,0,6,2,5,11
430,2012-11-02,2012,1,5,4,0,1,0,0,0,0,53,10,660,1,4,0,1,2,2,5,11
431,2012-11-02,2012,1,5,4,0,1,0,0,0,0,41,196,926,1,5,0,1,2,2,5,11
432,2012-11-02,2012,1,5,0,1,0,0,0,0,1,71,196,816,1,5,0,1,6,2,5,11
433,2012-12-02,2012,1,6,4,0,1,0,1,0,0,87,197,321,1,3,0,1,2,2,7,12
434,2012-12-02,2012,1,6,4,0,2,0,0,0,0,53,137,652,1,13,1,1,2,2,7,12
435,2012-12-02,2012,1,6,4,0,1,0,0,0,1,53,8,738,1,2,0,0,6,2,7,12
436,2012-12-02,2012,1,6,0,0,1,0,0,0,1,41,124,217,1,5,1,0,6,2,7,12
437,2012-12-02,2012,1,6,0,0,0,0,1,0,1,0,197,496,1,3,0,0,6,2,7,12
438,2012-12-02,2012,1,6,4,0,0,1,0,0,0,41,212,56,1,27,1,0,2,2,7,12
439,2012-12-02,2012,1,6,4,0,2,0,0,0,0,41,212,999,1,27,0,0,2,2,7,12
440,2012-12-02,2012,1,6,4,0,1,1,0,0,0,41,78,894,1,13,0,0,2,2,7,12
441,2012-12-02,2012,1,6,4,0,2,0,0,0,0,10,212,87,1,27,0,0,2,2,7,12
442,2012-12-02,2012,1,6,0,0,1,0,0,0,1,41,48,257,1,15,1,0,6,2,7,12
443,2012-12-02,2012,1,6,0,0,1,0,0,0,1,66,182,227,1,10,0,1,1,2,7,12
444,2012-12-02,2012,1,6,4,0,1,0,0,0,0,41,196,86,1,5,0,1,2,2,7,12
445,2012-12-02,2012,1,6,4,0,2,0,0,0,0,53,211,791,1,16,1,1,2,2,7,12
446,2012-02-13,2012,1,0,0,0,0,0,0,0,1,41,119,482,1,4,0,1,6,13,1,2
447,2012-02-13,2012,1,0,4,0,1,0,0,0,1,71,184,482,1,12,0,1,6,13,1,2
448,2012-02-13,2012,1,0,4,0,0,0,0,0,0,0,197,840,1,3,0,0,2,13,1,2
449,2012-02-13,2012,1,0,0,0,1,0,0,0,1,0,197,529,1,3,0,1,6,13,1,2
450,2012-02-13,2012,1,0,0,0,0,0,0,0,1,5,165,468,1,1,0,0,6,13,1,2
451,2012-02-13,2012,1,0,0,0,1,0,0,0,1,41,187,1101,1,8,0,0,6,13,1,2
452,2012-02-13,2012,1,0,4,0,0,0,0,0,2,41,67,1089,1,10,0,0,6,13,1,2
453,2012-02-13,2012,1,0,4,0,1,0,0,0,0,13,212,1005,1,27,0,0,2,13,1,2
454,2012-02-13,2012,1,0,0,0,1,0,0,0,1,53,158,1073,1,17,0,0,6,13,1,2
455,2012-02-13,2012,1,0,4,0,2,0,0,0,0,8,197,469,1,3,0,1,2,13,1,2
456,2012-02-13,2012,1,0,0,0,0,0,0,0,1,53,48,232,1,15,0,1,1,13,1,2
457,2012-02-14,2012,1,1,0,0,2,0,0,0,1,41,25,968,1,12,0,0,6,14,2,2
458,2012-02-14,2012,1,1,4,0,1,0,1,0,0,53,184,361,1,12,0,0,2,14,2,2
459,2012-02-14,2012,1,1,0,1,0,0,0,0,1,39,56,497,1,2,0,1,6,14,2,2
460,2012-02-14,2012,1,1,4,0,1,0,1,0,0,16,179,815,1,12,0,0,2,14,2,2
461,2012-02-14,2012,1,1,4,0,3,0,0,0,0,41,10,497,1,4,0,1,2,14,2,2
462,2012-02-14,2012,1,1,0,1,0,0,0,0,1,71,113,195,1,5,0,0,6,14,2,2
463,2012-02-14,2012,1,1,0,1,1,0,0,0,0,41,111,416,1,13,0,0,2,14,2,2
464,2012-02-14,2012,1,1,4,0,0,0,0,0,2,53,92,713,1,15,0,1,6,14,2,2
465,2012-02-14,2012,1,1,4,0,2,0,0,0,0,53,42,354,1,12,0,0,2,14,2,2
466,2012-02-14,2012,1,1,0,0,1,0,0,0,1,41,158,87,1,17,0,0,6,14,2,2
467,2012-02-14,2012,1,1,4,0,2,0,0,0,0,17,167,680,1,12,0,0,2,14,2,2
468,2012-02-14,2012,1,1,0,0,1,0,0,0,1,53,48,56,1,15,0,0,6,14,2,2
469,2012-02-15,2012,1,2,4,0,1,0,1,0,0,53,214,938,1,13,0,0,2,15,3,2
470,2012-02-15,2012,1,2,4,0,1,0,0,0,1,41,197,341,1,3,0,0,6,15,3,2
471,2012-02-15,2012,1,2,0,1,0,0,0,0,1,53,212,303,1,27,0,0,6,15,3,2
472,2012-02-15,2012,1,2,0,0,0,0,1,0,1,53,214,613,1,13,0,0,6,15,3,2
473,2012-02-15,2012,1,2,4,0,2,0,0,0,0,53,228,1059,1,12,0,0,2,15,3,2
474,2012-02-15,2012,1,2,4,0,1,0,0,0,1,88,212,56,1,27,0,0,6,15,3,2
475,2012-02-15,2012,1,2,4,0,1,0,1,0,0,41,44,174,1,4,0,0,2,15,3,2
476,2012-02-15,2012,1,2,0,1,0,0,0,0,1,71,113,207,1,5,0,0,6,15,3,2
477,2012-02-15,2012,1,2,0,1,0,0,0,0,1,41,111,1027,1,13,0,0,6,15,3,2
478,2012-02-15,2012,1,2,0,1,0,0,0,0,1,53,218,228,1,2,0,0,6,15,3,2
479,2012-02-16,2012,1,3,4,0,0,0,0,0,2,41,48,432,1,15,0,1,6,16,4,2
480,2012-02-16,2012,1,3,4,0,0,0,0,0,2,8,197,968,1,3,0,0,6,16,4,2
481,2012-02-16,2012,1,3,4,0,2,0,0,0,0,53,16,139,1,13,0,1,2,16,4,2
482,2012-02-16,2012,1,3,4,0,0,0,1,0,0,48,115,686,1,4,1,1,2,16,4,2
483,2012-02-16,2012,1,3,0,0,1,0,0,0,1,37,8,459,1,2,0,0,6,16,4,2
484,2012-02-16,2012,1,3,4,0,0,1,0,1,0,41,218,1089,1,2,0,0,2,16,4,2
485,2012-02-16,2012,1,3,4,0,2,0,0,0,0,8,184,163,1,12,1,0,2,16,4,2
486,2012-02-16,2012,1,3,4,0,2,0,0,0,0,8,184,228,1,12,1,0,2,16,4,2
487,2012-02-16,2012,1,3,4,0,1,0,0,0,0,41,113,383,1,5,1,0,2,16,4,2
488,2012-02-16,2012,1,3,4,0,1,0,0,0,1,41,18,702,1,13,0,0,6,16,4,2
489,2012-02-16,2012,1,3,0,0,0,0,0,0,1,53,158,1,1,17,0,0,6,16,4,2
490,2012-02-16,2012,1,3,4,0,2,0,0,0,0,37,218,824,1,2,0,0,2,16,4,2
491,2012-02-16,2012,1,3,4,0,1,0,1,0,0,53,48,303,1,15,1,0,2,16,4,2
492,2012-02-16,2012,1,3,0,0,0,0,0,0,2,5,100,496,1,0,0,0,6,16,4,2
493,2012-02-16,2012,1,3,4,0,0,0,0,1,0,53,218,952,1,2,0,0,2,16,4,2
494,2012-02-16,2012,1,3,4,0,1,0,1,0,0,53,111,685,1,13,0,0,2,16,4,2
495,2012-02-16,2012,1,3,4,0,1,0,1,0,0,41,8,968,1,2,0,0,2,16,4,2
496,2012-02-16,2012,1,3,0,1,0,0,0,0,0,5,197,228,1,3,1,0,2,16,4,2
497,2012-02-16,2012,1,3,4,0,2,0,1,0,0,8,182,582,1,10,1,1,2,16,4,2
498,2012-02-17,2012,1,4,4,0,0,0,1,0,0,53,42,303,1,12,1,0,2,17,5,2
499,2012-02-17,2012,1,4,0,0,1,0,0,0,1,41,56,858,1,2,1,1,6,17,5,2
500,2012-02-17,2012,1,4,4,0,1,1,0,0,0,53,34,857,1,12,0,0,2,17,5,2
501,2012-02-17,2012,1,4,4,0,1,0,1,0,0,53,235,341,1,2,1,0,2,17,5,2
502,2012-02-17,2012,1,4,0,1,0,0,0,0,1,41,219,201,1,8,0,0,6,17,5,2
503,2012-02-17,2012,1,4,4,0,1,0,0,1,0,41,44,597,1,4,0,1,2,17,5,2
504,2012-02-17,2012,1,4,4,0,2,0,0,0,0,41,48,1013,1,15,1,1,2,17,5,2
505,2012-02-17,2012,1,4,0,0,1,0,0,0,1,71,66,685,1,9,1,0,6,17,5,2
506,2012-02-17,2012,1,4,4,0,2,0,1,0,0,8,212,669,1,27,0,0,2,17,5,2
507,2012-02-17,2012,1,4,4,0,2,0,0,0,0,41,42,296,1,12,1,0,2,17,5,2
508,2012-02-17,2012,1,4,4,0,1,0,0,0,1,71,112,597,1,5,0,1,6,17,5,2
509,2012-02-17,2012,1,4,4,0,1,0,0,0,0,41,48,383,1,15,0,0,2,17,5,2
510,2012-02-17,2012,1,4,4,0,0,0,0,0,1,41,194,223,1,6,0,0,6,17,5,2
511,2012-02-17,2012,1,4,4,0,1,0,0,1,0,53,212,322,1,27,0,0,2,17,5,2
512,2012-02-17,2012,1,4,0,1,0,0,0,0,1,53,158,908,1,17,0,0,6,17,5,2
513,2012-02-17,2012,1,4,4,0,0,0,0,1,0,10,197,273,1,3,0,0,2,17,5,2
514,2012-02-17,2012,1,4,0,0,0,0,0,0,2,41,148,1064,1,13,0,0,6,17,5,2
515,2012-02-17,2012,1,4,4,0,1,0,0,0,1,41,182,686,1,10,1,1,6,17,5,2
516,2012-02-17,2012,1,4,4,0,0,0,2,0,0,33,48,333,1,15,1,1,2,17,5,2
517,2012-02-17,2012,1,4,0,0,1,0,0,0,1,53,119,180,1,4,1,0,6,17,5,2
518,2012-02-17,2012,1,4,4,0,1,0,0,1,0,16,34,433,1,12,0,0,2,17,5,2
519,2012-02-17,2012,1,4,4,0,1,0,0,0,0,41,124,441,1,5,1,0,2,17,5,2
520,2012-02-18,2012,1,5,4,0,2,0,0,0,0,53,214,1102,1,13,0,1,2,18,6,2
521,2012-02-18,2012,1,5,0,0,2,0,0,0,0,41,212,1027,1,27,0,0,2,18,6,2
522,2012-02-18,2012,1,5,4,0,1,0,0,0,1,53,228,581,1,12,0,0,6,18,6,2
523,2012-02-18,2012,1,5,4,0,0,0,1,1,0,53,218,984,1,2,0,0,2,18,6,2
524,2012-02-18,2012,1,5,0,0,1,0,0,0,1,53,218,1064,1,2,0,0,6,18,6,2
525,2012-02-18,2012,1,5,4,0,3,0,0,1,0,53,212,712,1,27,0,0,2,18,6,2
526,2012-02-18,2012,1,5,4,0,0,0,0,1,0,92,197,488,1,3,0,0,2,18,6,2
527,2012-02-18,2012,1,5,4,0,1,0,0,1,0,53,56,739,1,2,1,1,2,18,6,2
528,2012-02-18,2012,1,5,0,0,0,0,0,0,1,0,43,383,1,0,1,0,6,18,6,2
